Text-ID,Sentence-ID,Security,Conformity,Tradition,Benevolence,Universalism,Self-Direction,Stimulation,Hedonism,Achievement,Power
BG_004,8,0,0,0,1,1,0,0,0,0,1
BG_004,9,0,0,0,0,1,0,0,0,2,0
BG_004,10,0,0,0,0,0,1,0,0,0,0
BG_004,11,0,0,0,0,0,0,2,0,0,0
BG_004,12,0,0,0,0,0,0,0,0,0,0
BG_004,13,0,0,0,0,0,0,0,1,0,0
BG_004,14,0,0,0,0,0,0,0,0,0,0
BG_004,15,0,0,0,0,0,0,0,0,0,0
BG_004,16,0,0,0,0,0,0,0,1,0,0
BG_004,17,0,1,0,0,0,0,0,0,0,0
BG_004,18,0,0,0,0,0,0,0,0,0,0
BG_004,19,0,0,0,0,0,0,0,0,0,0
BG_004,20,0,0,0,0,0,0,0,0,0,0
BG_004,21,0,0,0,0,0,0,0,0,0,0
BG_004,22,0,1,0,0,0,1,0,0,0,0
BG_004,23,0,0,0,0,0,0,0,0,0,0
BG_004,24,0,1,0,0,1,0,0,0,0,0
BG_004,25,0,0,0,0,1,0,0,0,0,0
BG_004,26,0,0,0,0,0,0,0,0,0,0
BG_004,27,0,0,0,0,0,0,0,0,0,0
BG_004,28,0,0,0,0,0,0,0,0,1,0
BG_004,29,0,0,0,0,0,0,0,0,0,0
BG_004,30,0,0,0,0,0,0,0,0,0,0
BG_004,31,0,0,0,0,0,0,0,1,0,0
BG_004,32,0,0,0,0,0,0,0,0,0,0
BG_004,33,0,1,0,0,0,0,0,0,0,0
BG_004,34,1,0,0,0,0,0,0,0,0,0
BG_004,35,0,0,0,0,0,0,0,0,0,0
BG_004,36,1,1,0,0,0,0,0,0,0,0
BG_004,37,0,0,0,0,0,0,0,0,0,0
BG_004,38,0,0,0,0,0,0,0,0,0,0
BG_004,39,0,0,0,0,0,0,0,0,0,0
BG_004,40,0,0,0,0,0,0,0,0,0,0
BG_004,41,0,0,0,0,0,0,0,0,0,0
BG_004,42,0,0,0,0,0,0,0,0,0,0
BG_004,43,0,0,0,0,0,0,0,0,0,0
BG_004,44,0,0,0,0,0,0,0,0,0,0
BG_004,45,0,0,0,0,0,0,0,0,0,0
BG_004,46,0,0,0,0,0,0,0,0,0,0
BG_004,47,0,0,0,0,0,0,0,0,0,0
BG_004,48,0,0,0,0,0,0,0,0,0,1
BG_004,49,0,0,0,0,0,0,0,0,0,0
BG_004,50,0,2,0,0,0,1,0,0,0,0
BG_004,51,0,1,0,0,0,0,0,0,1,0
BG_004,52,0,0,0,0,0,0,0,0,0,0
BG_004,53,1,0,0,0,0,0,0,0,0,0
BG_004,54,0,0,0,0,0,0,0,0,0,0
BG_005,1,0,0,0,0,0,0,0,0,0,0
BG_005,2,0,3,0,0,0,0,0,0,0,0
BG_005,3,0,3,0,0,0,0,0,0,0,0
BG_005,4,0,0,0,0,0,0,0,0,0,0
BG_005,5,0,0,0,1,0,0,0,0,0,0
BG_005,6,0,0,0,0,0,0,0,0,0,0
BG_005,7,0,0,0,0,0,0,0,0,0,0
BG_005,8,0,0,0,0,0,0,0,0,0,0
BG_005,9,0,0,0,0,0,0,1,0,0,0
BG_005,10,0,0,0,0,0,0,0,0,0,0
BG_005,11,0,0,0,0,0,0,0,0,0,0
BG_005,12,0,0,0,0,0,0,0,0,1,0
BG_005,13,0,0,0,0,0,0,0,0,0,0
BG_005,14,0,0,0,0,0,0,0,0,0,0
BG_005,15,0,0,0,0,0,0,0,0,0,0
BG_005,16,0,0,0,0,0,0,0,0,0,1
BG_005,17,0,0,0,0,2,0,0,0,0,1
BG_005,18,0,0,0,0,0,0,0,0,1,0
BG_005,19,0,0,0,0,0,0,0,0,0,1
BG_005,20,0,0,0,0,0,0,0,0,0,0
BG_005,21,0,1,0,0,3,0,0,0,0,2
BG_005,22,0,0,0,0,0,0,0,0,0,0
BG_005,23,0,0,0,0,0,0,0,0,0,0
BG_005,24,0,0,0,0,0,1,0,0,0,0
BG_005,25,0,0,0,0,0,0,0,0,0,0
BG_005,26,0,0,0,0,0,0,0,0,0,1
BG_005,27,0,0,0,0,0,0,0,0,0,0
BG_005,28,0,0,0,0,0,0,0,0,0,1
BG_005,29,0,0,0,1,0,0,0,0,0,0
BG_005,30,0,0,0,0,0,0,0,0,0,0
BG_005,31,0,0,0,0,0,0,0,0,0,0
BG_005,32,0,0,0,2,0,0,0,0,0,0
BG_005,33,0,0,0,0,0,0,0,0,0,0
BG_005,34,0,0,0,0,0,0,0,0,0,1
BG_005,35,0,0,0,0,0,0,0,0,0,0
BG_005,36,0,0,0,0,0,0,0,0,0,0
BG_005,37,0,0,0,1,0,0,0,0,0,0
BG_005,38,0,0,0,0,0,0,0,0,0,0
BG_005,39,0,0,0,0,0,0,0,0,0,0
BG_005,40,0,0,0,0,1,0,0,0,0,0
BG_005,41,0,1,0,1,1,0,0,0,0,0
BG_005,42,0,0,0,1,0,0,0,0,0,2
BG_005,43,0,2,0,0,0,0,0,0,1,0
BG_006,1,0,0,0,0,0,1,0,0,1,0
BG_006,2,0,0,0,0,0,0,0,0,0,0
BG_006,3,0,1,0,0,0,0,0,0,0,0
BG_006,4,0,0,0,1,0,0,0,0,0,0
BG_006,5,0,0,0,0,0,0,0,0,0,0
BG_006,6,0,0,0,1,1,0,0,0,0,0
BG_006,7,0,0,0,0,0,0,0,0,0,1
BG_006,8,1,1,0,0,0,0,0,0,0,0
BG_006,9,1,0,0,1,0,0,0,0,0,0
BG_006,10,0,1,0,0,0,0,0,0,2,0
BG_006,11,0,0,0,0,0,0,0,1,1,0
BG_006,12,0,1,0,0,0,0,0,0,0,0
BG_006,13,0,2,0,1,1,2,0,0,0,0
BG_006,14,0,1,0,0,0,0,0,0,2,0
BG_006,15,0,0,0,0,0,0,0,0,0,1
BG_006,16,0,0,0,0,0,0,0,0,0,0
BG_006,17,0,1,0,0,0,0,0,0,0,0
BG_006,18,0,0,0,0,0,0,0,1,1,0
BG_006,19,0,0,0,0,0,0,0,0,0,0
BG_006,20,0,1,0,0,0,0,0,0,0,0
BG_006,21,0,1,0,0,0,0,0,0,0,0
BG_008,1,0,0,0,0,0,0,0,0,0,0
BG_008,2,0,1,0,0,0,0,0,0,0,0
BG_008,3,0,2,0,0,0,0,0,0,1,0
BG_008,4,0,0,0,0,0,0,0,0,0,0
BG_008,5,0,1,0,0,0,4,0,0,1,0
BG_008,6,0,0,0,0,0,1,0,0,0,0
BG_008,7,0,0,0,0,0,0,0,0,0,0
BG_008,8,1,2,0,1,1,1,0,0,0,0
BG_008,9,0,0,0,0,0,2,0,0,0,0
BG_008,10,0,0,0,0,0,1,0,0,0,0
BG_008,11,0,0,0,0,0,0,0,0,0,0
BG_008,12,0,0,0,0,0,0,0,0,0,0
BG_008,13,0,0,0,0,0,0,0,0,0,0
BG_008,14,0,0,0,0,0,0,0,0,0,0
BG_008,15,0,0,0,0,0,0,0,0,0,0
BG_008,16,0,1,0,1,3,0,0,0,0,0
BG_008,17,0,0,0,0,0,0,0,0,0,0
BG_008,18,0,0,0,0,0,0,1,0,0,0
BG_008,19,0,0,0,0,0,0,0,0,0,0
BG_008,20,0,2,0,0,0,1,0,0,0,0
BG_008,21,0,4,0,0,0,0,0,0,0,0
BG_008,22,1,2,1,0,0,1,0,0,0,0
BG_008,23,0,2,0,1,0,1,0,0,0,0
BG_009,1,0,0,0,0,0,0,0,0,0,0
BG_009,2,0,0,0,0,0,2,0,0,0,0
BG_009,3,0,0,0,0,1,0,0,0,0,0
BG_009,4,0,0,0,0,0,2,0,0,0,0
BG_009,5,0,0,0,0,0,0,0,0,0,1
BG_009,6,1,0,0,0,0,0,0,0,0,0
BG_009,7,0,0,0,0,2,0,0,1,0,0
BG_009,8,1,1,0,0,0,0,0,0,0,0
BG_009,9,0,0,0,0,0,0,0,0,0,0
BG_009,10,0,0,0,0,0,0,0,0,0,0
BG_009,11,0,0,0,0,0,0,0,0,0,0
BG_009,12,0,0,0,0,0,0,0,0,0,0
BG_009,13,0,0,0,0,0,0,0,0,0,0
BG_009,14,0,0,0,0,0,0,0,0,0,0
BG_009,15,0,0,0,0,0,0,0,0,0,0
BG_009,16,0,0,0,0,1,0,0,0,0,0
BG_009,17,0,0,0,0,0,0,0,1,1,0
BG_009,18,0,0,0,0,0,0,0,0,0,0
BG_009,19,0,0,0,0,0,0,0,0,0,0
BG_009,20,0,0,0,0,0,0,0,0,0,0
BG_009,21,0,0,0,0,0,0,0,0,0,0
BG_009,22,0,0,0,0,0,0,0,0,0,1
BG_009,23,0,1,0,0,0,0,0,0,0,0
BG_009,24,0,0,0,0,0,0,0,0,0,0
BG_009,25,0,0,0,0,1,0,0,1,0,0
BG_009,26,0,0,0,0,0,0,0,0,0,0
BG_009,27,0,0,0,0,0,0,0,0,0,0
BG_009,28,1,0,0,0,0,0,0,0,0,0
BG_009,29,0,0,0,0,0,0,0,0,0,0
BG_009,30,0,0,0,0,0,0,0,0,0,0
BG_009,31,0,0,0,0,0,0,0,0,0,0
BG_010,1,0,0,0,0,0,0,0,0,0,1
BG_010,2,0,0,0,0,0,0,0,0,2,0
BG_010,3,0,0,0,0,0,0,0,0,0,0
BG_010,4,0,0,0,0,0,0,0,0,0,0
BG_010,5,0,0,1,0,0,0,0,0,0,0
BG_010,6,0,0,0,0,0,3,0,0,0,0
BG_010,7,0,1,1,0,1,2,0,0,1,0
BG_010,8,0,0,0,1,0,1,0,0,0,2
BG_010,9,0,0,0,0,0,0,0,0,1,1
BG_010,10,0,0,0,0,0,0,0,0,0,0
BG_010,11,0,0,0,0,0,0,0,0,0,0
BG_010,12,0,3,0,0,1,0,0,0,0,0
BG_010,13,0,0,0,0,0,1,0,0,0,1
BG_010,14,0,0,0,0,0,0,0,0,0,0
BG_010,15,0,0,0,0,0,0,0,0,0,0
BG_010,16,0,0,0,0,0,0,0,0,0,2
BG_010,17,0,0,0,0,0,0,0,0,0,2
BG_010,18,0,2,0,0,0,0,0,0,0,0
BG_010,19,0,0,0,0,0,0,0,0,0,0
BG_010,20,0,0,0,0,0,0,0,0,0,0
BG_010,21,0,0,0,0,0,1,0,0,0,0
BG_010,22,1,0,0,0,0,1,0,0,0,0
BG_010,23,0,4,0,0,0,1,0,0,0,0
BG_010,24,0,1,0,0,0,0,0,0,0,0
BG_010,25,0,1,0,0,1,0,0,0,0,0
BG_010,26,0,3,0,0,0,0,1,0,0,0
BG_010,27,0,0,0,1,0,2,2,1,0,0
BG_010,28,0,0,0,0,0,0,0,0,0,3
BG_011,1,0,0,0,0,0,0,0,0,0,0
BG_011,2,0,1,0,0,0,0,0,0,0,0
BG_011,3,0,0,0,0,1,0,0,0,0,0
BG_011,4,0,2,0,0,0,1,0,0,1,0
BG_011,5,0,1,0,0,0,0,0,0,0,0
BG_011,6,0,0,1,0,0,0,0,0,0,0
BG_011,7,0,0,0,0,0,0,0,0,0,0
BG_011,8,0,0,0,0,0,0,0,0,0,0
BG_011,9,0,0,0,0,0,0,0,0,0,0
BG_011,10,0,0,0,0,0,0,0,0,0,0
BG_011,11,0,0,0,0,0,0,0,0,0,1
BG_011,12,0,0,0,0,1,0,0,0,1,0
BG_011,13,1,0,0,0,0,0,0,0,0,0
BG_011,14,0,2,0,0,0,1,0,0,1,0
BG_011,15,0,0,0,0,0,0,0,0,0,0
BG_011,16,0,0,0,1,0,0,0,0,0,0
BG_011,17,0,0,0,0,0,0,0,0,0,0
BG_011,18,0,0,0,0,0,0,0,0,0,1
BG_011,19,0,0,0,0,0,1,0,0,0,1
BG_011,20,0,0,0,1,0,0,0,0,0,0
BG_011,21,0,0,0,0,0,0,0,0,0,0
BG_011,22,0,0,1,0,0,0,0,0,0,0
BG_011,23,0,1,0,0,0,0,0,0,0,0
BG_011,24,0,0,0,0,0,1,0,0,0,0
BG_011,25,0,5,0,0,0,0,0,0,0,0
BG_011,26,0,1,0,0,0,0,0,0,0,0
BG_011,27,0,0,0,0,0,0,0,0,0,0
BG_011,28,0,0,1,0,0,1,0,0,0,1
BG_011,29,0,0,0,0,0,0,0,0,0,0
BG_012,1,0,0,0,0,0,0,0,0,0,0
BG_012,2,0,0,0,0,0,0,0,0,0,0
BG_012,3,0,0,0,0,1,1,0,0,0,0
BG_012,4,1,0,0,0,0,0,0,1,0,1
BG_012,5,0,0,0,0,0,0,0,0,0,0
BG_012,6,0,0,0,0,2,0,0,0,1,0
BG_012,7,0,0,0,0,1,0,0,1,0,0
BG_012,8,0,2,0,0,0,0,0,0,0,0
BG_012,9,0,0,0,0,0,0,0,0,0,0
BG_012,10,1,0,0,0,0,0,0,0,0,0
BG_012,11,1,1,0,0,0,0,0,0,0,0
BG_012,12,0,0,0,0,3,2,0,0,0,0
BG_012,13,2,0,0,0,0,0,0,0,0,0
BG_012,14,0,0,0,0,0,0,0,0,0,0
BG_012,15,0,0,0,0,0,0,0,0,0,1
BG_012,16,0,0,0,0,2,0,0,0,0,0
BG_012,17,0,0,0,0,0,0,0,0,0,0
BG_012,18,0,0,0,0,0,0,0,0,0,2
BG_012,19,0,0,0,0,0,0,0,0,1,0
BG_012,20,0,0,0,0,0,0,0,0,0,0
BG_012,21,0,0,0,0,0,0,0,0,0,0
BG_012,22,0,0,0,0,0,0,0,0,0,1
BG_012,23,0,0,0,0,0,0,0,0,0,0
BG_012,24,0,0,0,0,1,0,0,1,0,1
BG_013,1,0,0,0,0,0,0,0,0,0,0
BG_013,2,0,0,0,0,0,0,0,0,0,0
BG_013,3,0,0,0,0,0,0,0,0,0,0
BG_013,4,0,0,0,0,0,0,0,0,0,0
BG_013,5,0,0,0,0,0,0,0,0,0,0
BG_013,6,0,0,0,0,0,0,1,0,0,0
BG_013,7,0,0,0,0,0,0,0,0,0,0
BG_013,8,0,0,0,0,0,0,0,0,0,0
BG_013,9,0,0,0,0,0,0,0,0,0,0
BG_013,10,0,0,0,0,0,0,0,0,0,0
BG_013,11,1,2,0,0,1,0,0,0,0,0
BG_013,12,0,0,0,0,0,0,0,0,0,0
BG_013,13,0,0,0,0,0,0,0,0,0,0
BG_013,14,0,0,0,0,0,0,0,0,0,0
BG_013,15,0,0,0,0,0,0,0,0,0,1
BG_013,16,0,0,0,0,0,0,0,0,0,0
BG_013,17,0,0,0,0,0,0,0,0,0,0
BG_013,18,0,0,0,0,0,0,0,0,0,0
BG_013,19,0,0,0,0,0,0,0,0,0,0
BG_013,20,0,0,0,0,0,0,0,0,0,0
BG_013,21,0,1,0,0,0,0,0,0,0,0
BG_013,22,0,1,0,0,0,0,0,0,0,0
BG_013,23,0,0,0,0,0,0,0,0,0,0
BG_013,24,0,0,0,0,0,0,0,0,0,0
BG_013,25,0,0,0,0,0,0,0,0,0,0
BG_013,26,0,0,0,0,0,0,0,0,0,0
BG_013,27,0,0,0,0,0,0,0,0,0,0
BG_013,28,1,0,0,0,0,0,0,0,0,0
BG_013,29,1,0,0,0,0,0,0,0,0,0
BG_013,30,0,0,0,0,0,0,0,0,0,0
BG_013,31,0,1,0,0,0,0,0,0,0,0
BG_013,32,0,0,0,0,0,0,0,0,0,0
BG_013,33,0,0,0,1,0,0,0,0,0,0
BG_013,34,0,0,0,0,0,0,0,0,0,0
BG_013,35,0,0,0,0,0,0,0,0,0,0
BG_013,36,0,0,0,0,0,0,0,0,0,0
BG_013,37,0,0,0,0,0,0,0,0,0,0
BG_013,38,0,0,0,0,0,0,0,0,0,0
BG_013,39,0,0,0,0,0,0,0,0,0,0
BG_013,40,0,0,0,0,0,0,0,0,0,0
BG_013,41,0,0,0,0,0,0,0,0,0,0
BG_014,1,0,0,0,0,0,0,0,0,0,0
BG_014,2,0,0,0,0,0,0,0,0,0,0
BG_014,3,0,0,0,0,0,3,0,0,0,1
BG_014,4,0,5,0,1,0,2,0,0,2,1
BG_014,5,0,0,0,0,0,0,0,0,1,0
BG_014,6,1,0,0,0,0,1,2,0,0,0
BG_014,7,0,1,0,0,0,0,0,1,0,0
BG_014,8,0,1,0,0,0,1,0,0,0,0
BG_014,9,2,1,0,0,0,0,0,0,0,0
BG_014,10,0,0,0,0,0,0,2,0,0,0
BG_014,11,0,2,0,0,0,1,0,0,0,0
BG_014,12,0,0,0,0,0,0,0,0,0,0
BG_014,13,0,0,0,0,0,0,0,0,0,0
BG_015,1,0,0,0,0,1,0,0,0,0,0
BG_015,2,1,0,0,0,0,0,0,0,0,0
BG_015,3,0,0,0,0,0,0,0,0,0,0
BG_015,4,0,0,0,0,1,0,0,0,0,0
BG_015,5,0,0,0,0,0,1,0,0,0,0
BG_015,6,0,1,0,0,1,1,0,0,0,0
BG_015,7,0,0,0,0,0,1,1,0,0,0
BG_015,8,0,0,0,0,0,2,0,0,0,0
BG_015,9,0,0,0,0,0,0,0,0,0,0
BG_015,10,0,0,0,0,0,0,0,0,0,0
BG_015,11,0,0,0,0,0,0,0,0,0,0
BG_015,12,0,0,0,0,0,0,0,0,0,0
BG_015,13,0,0,0,0,0,0,0,0,0,0
BG_015,14,0,0,0,0,0,0,0,0,0,0
BG_015,15,0,0,0,0,1,0,0,0,0,1
BG_015,16,0,0,0,0,0,0,0,0,0,0
BG_015,17,0,0,0,0,0,3,1,0,0,0
BG_015,18,0,0,0,0,0,0,0,0,0,0
BG_015,19,0,0,0,0,0,0,0,0,0,0
BG_015,20,0,0,0,0,2,0,0,1,0,0
BG_015,21,0,0,0,0,0,0,0,0,0,0
BG_015,22,0,0,0,0,0,0,0,0,0,0
BG_015,23,0,0,0,0,1,0,0,0,1,0
BG_016,1,0,0,0,0,0,0,0,0,0,0
BG_016,2,0,0,0,0,0,0,0,0,0,0
BG_016,3,0,0,0,1,0,1,1,0,0,0
BG_016,4,0,1,0,0,0,0,0,0,0,0
BG_016,5,0,0,0,0,0,0,1,0,0,0
BG_016,6,0,1,0,0,0,0,0,0,0,0
BG_016,7,0,0,0,2,0,0,0,0,0,0
BG_016,8,0,0,0,0,0,0,0,0,0,0
BG_016,9,0,0,0,0,0,0,0,1,0,1
BG_016,10,0,0,0,0,0,0,0,0,0,0
BG_016,11,0,0,0,0,0,1,0,0,0,0
BG_016,12,0,0,0,0,0,1,0,0,0,0
BG_016,13,0,0,0,0,0,0,1,0,0,0
BG_016,14,0,0,0,0,0,0,0,0,0,0
BG_016,15,0,0,0,0,0,0,2,0,0,0
BG_016,16,0,0,0,0,0,0,0,0,0,0
BG_016,17,0,0,0,1,0,0,0,0,0,1
BG_016,18,0,0,0,0,0,0,0,0,0,1
BG_016,19,1,0,0,0,0,0,0,0,0,0
BG_016,20,0,0,0,0,0,0,0,0,0,0
BG_016,21,0,0,0,0,1,0,0,0,0,0
BG_016,22,0,0,0,0,0,0,0,0,0,0
BG_016,23,0,0,0,0,0,0,0,1,0,0
BG_016,24,0,0,0,0,0,0,0,0,0,0
BG_016,25,0,0,0,0,0,2,0,0,0,0
BG_016,26,0,1,0,0,0,0,0,0,0,0
BG_016,27,0,0,0,0,0,0,0,0,1,0
BG_016,28,0,0,0,0,0,0,0,0,0,0
BG_016,29,0,0,0,0,0,0,0,0,0,0
BG_016,30,0,1,0,0,0,0,0,0,0,0
BG_016,31,1,0,0,0,0,0,0,0,0,0
BG_016,32,0,0,0,2,0,0,0,0,0,0
BG_016,33,0,0,0,0,0,0,0,0,0,0
BG_016,34,0,0,0,0,0,0,0,0,0,0
BG_016,35,0,0,0,0,0,0,0,0,0,0
BG_016,36,0,0,0,0,0,0,0,0,0,0
BG_016,37,0,0,0,0,2,0,0,0,0,0
BG_016,38,0,1,0,0,0,0,0,0,0,0
BG_016,39,0,0,0,0,0,0,0,0,0,0
BG_016,40,0,0,0,1,0,0,0,0,1,0
BG_016,41,0,0,0,0,0,0,0,0,0,2
BG_016,42,0,0,0,0,0,0,0,0,0,0
BG_017,1,0,0,0,0,0,0,0,0,0,0
BG_017,2,0,0,0,0,0,0,0,0,0,1
BG_017,3,0,0,0,0,0,0,0,0,0,0
BG_017,4,0,0,0,0,0,0,0,0,0,0
BG_017,5,0,0,0,0,0,0,0,0,0,0
BG_017,6,0,0,0,0,0,0,0,0,0,0
BG_017,7,1,0,0,0,0,0,0,0,0,0
BG_017,8,0,0,0,0,0,0,0,0,0,0
BG_017,9,0,0,0,0,0,0,0,0,1,1
BG_017,10,0,0,0,0,0,0,0,0,0,0
BG_017,11,0,0,0,1,0,0,0,0,0,1
BG_017,12,0,0,1,0,0,0,0,0,0,0
BG_017,13,0,0,0,0,0,0,0,0,0,0
BG_017,14,1,0,0,0,0,0,0,0,0,0
BG_017,15,0,0,0,0,0,0,0,0,0,0
BG_017,16,0,0,0,0,0,0,0,0,0,0
BG_017,17,0,0,0,0,0,0,0,0,0,0
BG_017,18,0,1,0,0,0,0,0,0,0,1
BG_017,19,0,0,0,0,0,2,0,0,0,0
BG_017,20,0,1,0,0,0,0,2,0,0,0
BG_017,21,0,0,0,0,0,0,0,0,0,1
BG_017,22,0,0,0,0,0,0,0,0,0,0
BG_017,23,0,0,0,0,0,0,0,0,0,0
BG_017,24,0,0,0,0,0,0,0,0,0,0
BG_017,25,0,0,0,0,0,0,0,0,0,0
BG_017,26,0,0,0,0,0,0,0,0,0,2
BG_017,27,0,1,0,0,0,0,0,0,0,1
BG_017,28,0,0,0,0,0,0,0,0,0,1
BG_018,1,0,0,0,0,0,0,0,0,0,1
BG_018,2,0,0,0,0,0,0,0,0,0,0
BG_018,3,0,0,0,0,0,0,0,0,0,0
BG_018,4,0,0,0,0,0,1,0,0,0,0
BG_018,5,3,0,0,0,0,0,0,0,0,0
BG_018,6,0,0,0,0,0,0,0,0,0,0
BG_018,7,0,0,0,0,0,1,0,1,0,0
BG_018,8,0,0,0,0,0,0,0,0,0,1
BG_018,9,0,0,0,0,0,0,0,0,0,0
BG_018,10,0,2,0,0,0,0,0,0,0,0
BG_018,11,0,0,0,0,0,0,0,0,0,0
BG_018,12,0,0,0,0,0,0,0,0,0,0
BG_018,13,0,0,0,0,0,0,0,0,0,0
BG_018,14,0,0,0,0,0,2,0,0,0,0
BG_018,15,0,0,0,0,1,2,0,0,0,1
BG_018,16,0,0,0,0,0,0,0,0,0,0
BG_018,17,2,0,0,0,0,0,0,0,0,0
BG_018,18,0,0,0,0,0,0,2,0,0,2
BG_018,19,0,0,0,0,0,0,2,0,1,0
BG_018,20,0,0,0,0,0,0,0,0,0,1
BG_018,21,3,0,0,0,0,1,0,0,0,0
BG_018,22,0,0,0,0,0,1,0,0,0,0
BG_018,23,2,0,0,0,0,0,0,0,0,0
BG_018,24,1,1,0,0,0,0,0,0,0,0
BG_018,25,0,0,0,0,0,0,0,0,0,0
BG_018,26,0,1,0,0,0,1,0,0,0,0
BG_018,27,0,0,0,0,0,0,0,0,0,0
BG_018,28,0,2,0,0,0,0,0,0,0,0
BG_018,29,0,0,0,0,0,1,0,0,0,0
BG_018,30,0,0,0,0,0,0,1,0,0,0
BG_018,31,0,0,0,0,0,0,0,0,0,0
BG_018,32,0,0,0,0,0,0,0,0,1,0
BG_018,33,0,0,0,0,0,0,0,0,0,0
BG_018,34,1,0,0,0,0,0,0,0,0,0
BG_018,35,0,0,0,0,0,0,0,0,0,0
BG_018,36,0,0,0,0,0,0,0,0,0,0
BG_018,37,0,0,0,0,0,0,0,0,0,0
BG_018,38,0,0,0,0,0,0,0,0,0,0
BG_018,39,0,1,0,0,1,0,2,0,0,0
BG_019,1,0,0,0,0,0,0,0,0,0,0
BG_019,2,0,0,0,0,0,0,0,0,0,0
BG_019,3,0,0,0,0,0,0,0,0,0,0
BG_019,4,0,0,0,0,1,0,0,0,0,0
BG_019,5,0,0,0,0,1,1,0,0,0,0
BG_019,6,0,1,0,0,0,0,0,0,0,2
